X,Y,OBJECTID,DIRECCION_INCIDENTE,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.0919218,4.73685240015554,3528,"Calle 136 con Carrera 98A, sentido occ→or",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.7368524,-74.0919218
-74.1550202999999,4.64191280015248,3529,"Av Ciudad de Cali con Calle 6A, sentido n→s",Choque simple,Volqueta (1) - Automóvil particular (1),Sin lesionados,2025/05/09 00:00:00+00,4.6419128,-74.1550203
-74.0627335,4.69722150015429,3530,"Carrera 53 con Calle 108, sentido s→n",Choque objeto fijo con lesionado,Camioneta (1) - Ambulancia (1) - Árbol (1),,2025/05/09 00:00:00+00,4.6972215,-74.0627335
-74.0594020999999,4.70018690015438,3531,"Calle 116 con Carrera 50, sentido or→occ",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.7001869,-74.0594021
-74.065546,4.73215900015538,3532,"Carrera 58D con Calle 146, sentido s→n",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.732159,-74.065546
-74.1322782999999,4.61577130015163,3533,"Calle 22 sur con Carrera 69B, sentido occ→or",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6157713,-74.1322783
-74.0792823,4.63918680015239,3534,"Av Calle 19 con NQS, sentido occ→or",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6391868,-74.0792823
-74.0641381,4.64593860015258,3535,"Carrera 13 con Calle 59, sentido n→s",Atropello,Bicicleta (1) - Peatón (2),Con lesionados,2025/05/09 00:00:00+00,4.6459386,-74.0641381
-74.1534554,4.64323390015251,3536,"Av Ciudad de Cali con Calle 6D, sentido n→s",Choque simple,Volqueta (1) - Automóvil particular (1),,2025/05/09 00:00:00+00,4.6432339,-74.1534554
-74.0705055999999,4.63809380015233,3537,"Carrera 18 con Calle 50, sentido n→s",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/09 00:00:00+00,4.6380938,-74.0705056
-74.1058940999999,4.67328000015348,3538,"Calle 64 sur con Carrera 72A, sentido occ→or",Atropello,Automóvil particular (1) - Peatón lesionado (2),Con lesionados,2025/05/09 00:00:00+00,4.67328,-74.1058941
-74.1133010999999,4.59600670015096,3539,"Autopista Sur con Av Primero de Mayo, sentido occ→or",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.5960067,-74.1133011
-74.0709520999999,4.62068430015178,3540,"Calle 32 con Carrera 15, sentido or→occ",Caida de ocupante,Bus SITP (1) - Pasajero lesionado (2),Con lesionados,2025/05/09 00:00:00+00,4.6206843,-74.0709521
-74.0627335,4.69722150015429,3541,"Carrera 53 con Calle 108, sentido n→s",Choque objeto fijo con lesionado,Ambulancia (3) - Camioneta (1) - Poste semafórico (1),,2025/05/09 00:00:00+00,4.6972215,-74.0627335
-74.0629866,4.65471590015288,3542,"Av Caracas con Calle 68, sentido s→n",Atropello,Bus articulado / biarticulado (1) - Peatón lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6547159,-74.0629866
-74.1527672,4.61716540015164,3543,"Av Primero de Mayo con Calle 40 sur, sentido occ→or",Choque simple,Bus SITP (1) - Automóvil particular (1),,2025/05/09 00:00:00+00,4.6171654,-74.1527672
-74.1665553,4.6244764001519,3544,"Carrera 88D con Calle 42F sur, sentido s→n",Choque objeto fijo con lesionado,Motociclista lesionado (1) - Poste (1),Con lesionados,2025/05/09 00:00:00+00,4.6244764,-74.1665553
-74.0798217,4.65152170015278,3545,"Calle 62 con Carrera 35A, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6515217,-74.0798217
-74.0653313,4.68890750015398,3546,"Av Suba con Calle 100, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.6889075,-74.0653313
-74.0714983,4.58970430015077,3547,"Carrera 3 con Calle 6, sentido n→s",Choque simple,Camioneta (1) - Vehículo escolar (1),Sin lesionados,2025/05/09 00:00:00+00,4.5897043,-74.0714983
-74.1014422,4.70341670015446,3548,"Carrera 50 con Av Calle 80, sentido n→s",Choque con lesionado,Camión (1) - Automóvil particular (1) - Acompañante lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.7034167,-74.1014422
-74.0755111999999,4.60429010015126,3549,"Av Carrera 10 con Calle 16, sentido n→s",Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6042901,-74.0755112
-74.0295376999999,4.76776170015656,3550,"Calle 191 con Carrera 8B, sentido occ→or",Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/09 00:00:00+00,4.7677617,-74.0295377
-74.0814875999999,4.6832957001538,3551,"Av Calle 80 con Carrera 68C, sentido or→occ",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6832957,-74.0814876
-74.1181372999999,4.62879130015204,3552,"Av Américas con Carrera 49, sentido or→occ",Choque objeto fijo con lesionado,Motociclista lesionado (1) - Separador (1),Con lesionados,2025/05/09 00:00:00+00,4.6287913,-74.1181373
-74.0814953999999,4.70165310015441,3553,"Av Boyacá con Av Pepe Sierra, sentido s→n",Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/05/09 00:00:00+00,4.7016531,-74.0814954
-74.1825828999999,4.6335211001522,3554,Av Guayacanes con Calle 51 sur,Choque simple,Camioneta (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.6335211,-74.1825829
-74.0394438,4.70374800015451,3555,"Calle 127 con Carrera 13, sentido occ→or",Choque simple,,Sin lesionados,2025/05/09 00:00:00+00,4.703748,-74.0394438
-74.0327516,4.71272650015475,3556,"Carrera 9 con Calle 134, sentido n→s",Choque simple,,Sin lesionados,2025/05/09 00:00:00+00,4.7127265,-74.0327516
-74.0347705999999,4.68897930015399,3557,"Av Carrera 7 con Calle 32, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6889793,-74.0347706
-74.1237475,4.74041620015565,3558,"Carrera 154 con Calle 130, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.7404162,-74.1237475
-74.0862883999999,4.67721380015363,3559,"Av Carrera 68 con Calle 71, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.6772138,-74.0862884
-74.0911144999999,4.66962350015338,3560,"Av Carrera 68 con Calle 64C, sentido n→s",Varado,Automóvil particular (1),Sin lesionados,2025/05/09 00:00:00+00,4.6696235,-74.0911145
-74.0903876,4.63433500015219,3561,"Av Carrera 68 con Av El Dorado (Calle 26), sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.634335,-74.0903876
-74.1351657,4.66027400015309,3562,"Av Ciudad de Cali con Av Centenario (Calle 13), sentido n→s",Choque simple,,Sin lesionados,2025/05/09 00:00:00+00,4.660274,-74.1351657
-74.1366879,4.6243611001519,3563,"Autopista Sur con Carrera 71D, sentido or→occ",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.6243611,-74.1366879
-74.0720919999999,4.71098860015473,3564,Vía Lisboa con km 1,Choque con lesionado,Motociclista lesionado (2),,2025/05/09 00:00:00+00,4.7109886,-74.072092
-74.1615088,4.64438410015253,3565,"Av Guayacanes con Calle 62A sur, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6443841,-74.1615088
-74.1008484,4.67071460015341,3566,"Av José Celestino Mutis con Carrera 72A, sentido or→occ",Choque objeto fijo con lesionado,Ciclista lesionado (1) - Poste (1),Con lesionados,2025/05/09 00:00:00+00,4.6707146,-74.1008484
-74.164908,4.61777730015169,3567,Carrera 79 con Calle 44 bis,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6177773,-74.164908
-74.0983851999999,4.74163860015571,3568,"Av Ciudad de Cali con Calle 139, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.7416386,-74.0983852
-74.0820659999999,4.63075740015211,3569,"Carrera 33 con Calle 27A, sentido n→s",Choque simple,Bus SITP (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.6307574,-74.082066
-76.1974266999999,4.07298130013391,3570,"Carrera 28 con Calle 39A, sentido s→n",Choque con objeto fijo,Automóvil particular (1) - Árbol (1),Sin lesionados,2025/05/09 00:00:00+00,4.0729813,-76.1974267
-74.1163675,4.67443540015353,3571,"Av El Dorado (Calle 26) con Carrera 82, sentido or→occ",Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/05/09 00:00:00+00,4.6744354,-74.1163675
-74.0861628,4.69616420015424,3572,"Av Boyacá con Calle 86A, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.6961642,-74.0861628
-74.0650941,4.6796518001537,3573,"Carrera 50 con Calle 91, sentido s→n",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.6796518,-74.0650941
-74.1163675,4.67443540015353,3574,"Av El Dorado (Calle 26) con Carrera 82, sentido or→occ",Choque simple,Automóvil particular (1) - Taxi (1),,2025/05/09 00:00:00+00,4.6744354,-74.1163675
-74.0481920999999,4.74283000015574,3575,"Autopista Norte con Calle 153, sentido s→n",Choque simple,,Sin lesionados,2025/05/09 00:00:00+00,4.74283,-74.0481921
-74.0450336,4.75859440015627,3576,"Autopista Norte con Calle 174, sentido s→n",Choque simple,Camioneta (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.7585944,-74.0450336
-74.0720919999999,4.71098860015473,3577,"Av Boyacá con Carrera 22, sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.7109886,-74.072092
-74.0828979999999,4.60594520015131,3578,"Av Centenario (Calle 13) con Av Carrera 68, sentido occ→or",Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/05/09 00:00:00+00,4.6059452,-74.082898
-74.0994373999999,4.60805750015135,3579,Carrera 31A con Calle 6,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6080575,-74.0994374
-74.0767675,4.66031060015308,3580,"NQS con Calle 65, sentido n→s",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/09 00:00:00+00,4.6603106,-74.0767675
-74.1008484,4.67071460015341,3581,"Av José Celestino Mutis con Carrera 77A, sentido occ→or",Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6707146,-74.1008484
-74.0703374,4.56507500014995,3582,Diagonal 13B sur con Carrera 19A este,Choque con objeto fijo,Automóvil particular (1) - Poste (1),Sin lesionados,2025/05/09 00:00:00+00,4.565075,-74.0703374
-74.1370307999999,4.63674470015231,3583,"Av Boyacá con Calle 8, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6367447,-74.1370308
-74.1383057,4.67404210015353,3584,Calle 22 con Carrera 87,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.6740421,-74.1383057
-74.0720919999999,4.71098860015473,3585,"Calle 10 con Carrera 28, sentido or→occ",Choque con lesionado,Camión (2) - Conductor lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.7109886,-74.072092
-74.0934447,4.71340420015482,3586,"Av Ciudad de Cali con Calle 99, sentido n→s",Choque con lesionado,Motociclista lesionado (3),Con lesionados,2025/05/09 00:00:00+00,4.7134042,-74.0934447
-74.1607304999999,4.58734030015069,3587,Av Ciudad de Villavicencio con Calle 67A sur,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/09 00:00:00+00,4.5873403,-74.1607305
-74.1092503,4.62929300015208,3588,"Carrera 54 con Calle 13, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.629293,-74.1092503
-74.0862883999999,4.67721380015363,3589,"Av Carrera 68 con Calle 71, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.6772138,-74.0862884
-74.109178,4.62910180015207,3590,"Av Boyacá con Av Centenario (Calle 13), sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6291018,-74.109178
-74.0347469,4.76662650015651,3591,"Autopista Norte con Calle 189, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.7666265,-74.0347469
-74.0900551,4.58214110015054,3592,"Carrera 10 con Av Chile (Calle 72), sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.5821411,-74.0900551
-74.1190256,4.62888420015207,3593,"Av Américas con Carrera 65, sentido or→occ",Choque con lesionado,Camión (1) - Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6288842,-74.1190256
-74.1378,4.63044000015207,3594,"Av Américas con Av Boyacá, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.63044,-74.1378
-74.1323917999999,4.66807660015333,3595,"Calle 22 con Carrera 89, sentido occ→or",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/09 00:00:00+00,4.6680766,-74.1323918
-74.0611832,4.66413950015318,3596,"Av Caracas con Calle 76, sentido n→s",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/09 00:00:00+00,4.6641395,-74.0611832
-74.1264249,4.55988120014981,3597,"Calle 54 sur con Carrera 12A, sentido occ→or",Atropello,Bus SITP (1) - Peatón lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.5598812,-74.1264249
-74.112784,4.62769800015202,3598,"Av Américas con Carrera 56, sentido or→occ",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/09 00:00:00+00,4.627698,-74.112784
-74.1308483,4.61430970015156,3599,"Carrera 5 este con Calle 21A sur, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6143097,-74.1308483
-74.1655185,4.62889900015204,3600,"Calle 41B bis sur con Carrera 81K, sentido or→occ",Atropello,Automóvil particular (1) - Animal de compañía (1),Con lesionados,2025/05/09 00:00:00+00,4.628899,-74.1655185
-74.0778865,4.61770410015166,3601,"Calle 24 con Carrera 19A, sentido occ→or",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/09 00:00:00+00,4.6177041,-74.0778865
-74.1124119999999,4.70814970015461,3602,"Diagonal 76B con Carrera 96A, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.7081497,-74.112412
-74.0533435999999,4.65801400015298,3603,"Av Carrera 7 con Calle 75, sentido s→n",Choque con objeto fijo,Automóvil particular (1) - Separador (1),Sin lesionados,2025/05/09 00:00:00+00,4.658014,-74.0533436
-74.1181372999999,4.62879130015204,3604,"Av Américas con Carrera 49, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6287913,-74.1181373
-74.1351657,4.66027400015309,3605,"Av Ciudad de Cali con Av Américas, sentido n→s",Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.660274,-74.1351657
-74.0916771,4.72755240015524,3606,"Calle 130 con Transversal 76, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.7275524,-74.0916771
-74.0606554999999,4.63213660015212,3607,"Av Circunvalar con Calle 19, sentido s→n",Autolesionado,Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6321366,-74.0606555
-74.05344,4.71142250015471,3608,"Autopista Norte con Calle 127D, sentido s→n",Choque simple,,Sin lesionados,2025/05/09 00:00:00+00,4.7114225,-74.05344
-74.1429887,4.56836390015008,3609,"Carrera 22 con Calle 59B sur, sentido s→n",Choque con lesionado,Taxi (1) - Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.5683639,-74.1429887
-74.0991001,4.59975560015109,3610,"Carrera 27 con Calle 2, sentido s→n",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.5997556,-74.0991001
-74.0576690999999,4.65703320015298,3611,"Av Chile (Calle 72) con Av Boyacá, sentido or→occ",Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6570332,-74.0576691
-74.1509507,4.67573690015358,3612,"Av Centenario (Calle 13) con Carrera 106, sentido or→occ",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/09 00:00:00+00,4.6757369,-74.1509507
-74.0979351,4.5720121001502,3613,"Av Carrera 10 con Calle 27 sur, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.5720121,-74.0979351
-74.1238941,4.60413770015121,3614,"Av Boyacá con Av Primero de Mayo, sentido n→s",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/09 00:00:00+00,4.6041377,-74.1238941
-74.0521615,4.65934810015303,3615,"Av Carrera 7 con Calle 77, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6593481,-74.0521615
-74.100071,4.5781533001504,3616,"Calle 22B bis sur con Carrera 12B, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.5781533,-74.100071
-74.1014026999999,4.73649770015552,3617,"Calle 132 con Carrera 106, sentido or→occ",Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.7364977,-74.1014027
-74.1580506999999,4.64602860015258,3618,"Calle 6A con Carrera 88D, sentido occ→or",Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6460286,-74.1580507
-74.0467558,4.67606550015358,3619,"Calle 11 con Carrera 28, sentido occ→or",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/09 00:00:00+00,4.6760655,-74.0467558
-74.1110704,4.54704920014939,3620,"Calle 49 bis sur con Carrera 5, sentido or→occ",Varado,Tractocamión (1),Sin lesionados,2025/05/09 00:00:00+00,4.5470492,-74.1110704
-74.0862883999999,4.67721380015363,3621,"Av Carrera 68 con Calle 71, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (1),,2025/05/09 00:00:00+00,4.6772138,-74.0862884
-74.109003,4.66296460015317,3622,"Av Rojas con Av El Dorado (Calle 26), sentido s→n",Choque objeto fijo con lesionado,Automóvil particular (1) - Andén (1),Con lesionados,2025/05/09 00:00:00+00,4.6629646,-74.109003
-74.1091296,4.50654260014806,3623,Autopista al Llano con Carrera 8 este,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.5065426,-74.1091296
-74.1001764,4.68035670015373,3624,"Av Boyacá con Calle 127, sentido s→n",Choque simple,Automóvil particular (2) - Camioneta (1),Sin lesionados,2025/05/09 00:00:00+00,4.6803567,-74.1001764
-74.1505925,4.68666730015395,3625,"Carrera 116 con Calle 22, sentido s→n",Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/05/09 00:00:00+00,4.6866673,-74.1505925
